direction,database,pathway,nominal_sig,FDR_sig,classification
B_higher,GO_BP,regulation of antigen processing and presentation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of apoptotic signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of astrocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of attachment of spindle microtubules to kinetochore,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of blood coagulation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of blood pressure,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of body fluid levels,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of canonical NF-kappaB signal transduction,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cell cycle G2/M phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cell cycle checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cell division,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cell projection size,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cellular extravasation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of chemokine (C-X-C motif) ligand 2 production,FALSE,TRUE,FDR-only
B_higher,GO_BP,regulation of chemokine production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of chromosome organization,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of chromosome segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of chromosome separation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of coagulation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cytokine production involved in inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cytokine-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of cytokinesis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of defense response to bacterium,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of dendritic cell antigen processing and presentation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of digestive system process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of epidermal cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of epidermis development,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of epithelial cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of gamma-delta T cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of glial cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of gliogenesis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of hair cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of hair follicle development,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of hemopoiesis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of hemostasis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of homotypic cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of hormone secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of icosanoid secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of immune effector process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of insulin secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of integrin activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of interleukin-1 beta production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of interleukin-1 production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of interleukin-10 production,TRUE,FALSE,Nominal-only
B_higher,GO_BP,regulation of interleukin-6 production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of interleukin-8 production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of intestinal absorption,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of intestinal lipid absorption,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of keratinocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of keratinocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of kinase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte degranulation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte mediated immunity,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte migration,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of leukocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lipid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lipid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lipid localization,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lipid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lipid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lipoprotein particle clearance,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of low-density lipoprotein particle clearance,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lymphocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lymphocyte mediated immunity,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lymphocyte migration,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of lymphocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of macrophage derived foam cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mast cell degranulation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of meiotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of meiotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of membrane protein ectodomain proteolysis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of metaphase/anaphase transition of cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of microglial cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of microvillus organization,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic cell cycle spindle assembly checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic cytokinesis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic metaphase/anaphase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic sister chromatid segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic sister chromatid separation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mitotic spindle checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of monocyte chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mononuclear cell migration,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of mononuclear cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of myeloid cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of myeloid leukocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of neurogenesis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of neuroinflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of neutrophil chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of neutrophil migration,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of organic acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of peptide hormone secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of peptide secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of peptide transport,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of phagocytosis,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of phosphatidylcholine metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of phospholipid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of plasma lipoprotein particle levels,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of plasminogen activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of platelet activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of platelet aggregation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of production of molecular mediator of immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of protein kinase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of protein phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of protein secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of reactive oxygen species metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of regulatory T cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of response to cytokine stimulus,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of response to wounding,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of sister chromatid segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of smooth muscle contraction,TRUE,FALSE,Nominal-only
B_higher,GO_BP,regulation of spindle checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of steroid metabolic process,TRUE,FALSE,Nominal-only
B_higher,GO_BP,regulation of stress-activated MAPK cascade,FALSE,TRUE,FDR-only
B_higher,GO_BP,regulation of superoxide metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of systemic arterial blood pressure,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of systemic arterial blood pressure by hormone,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of systemic arterial blood pressure by renin-angiotensin,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of systemic arterial blood pressure mediated by a chemical signal,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of toll-like receptor 2 signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of toll-like receptor 4 signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of transferase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of triglyceride metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of tumor necrosis factor production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of tumor necrosis factor superfamily cytokine production,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of type 2 immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of type I interferon-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of ubiquitin protein ligase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of viral genome replication,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of viral life cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of viral process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of wound healing,TRUE,TRUE,Concordant
B_higher,GO_BP,regulatory T cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,renal system process involved in regulation of blood volume,TRUE,TRUE,Concordant
B_higher,GO_BP,renal system process involved in regulation of systemic arterial blood pressure,TRUE,TRUE,Concordant
B_higher,GO_BP,replicative senescence,TRUE,TRUE,Concordant
B_higher,GO_BP,respiratory burst,TRUE,TRUE,Concordant
B_higher,GO_BP,respiratory burst involved in defense response,TRUE,TRUE,Concordant
B_higher,GO_BP,response to X-ray,TRUE,TRUE,Concordant
B_higher,GO_BP,response to amyloid-beta,TRUE,TRUE,Concordant
B_higher,GO_BP,response to antibiotic,TRUE,TRUE,Concordant
B_higher,GO_BP,response to carbohydrate,TRUE,TRUE,Concordant
B_higher,GO_BP,response to chemokine,TRUE,TRUE,Concordant
B_higher,GO_BP,response to fatty acid,TRUE,TRUE,Concordant
B_higher,GO_BP,response to fructose,TRUE,TRUE,Concordant
B_higher,GO_BP,response to fungus,TRUE,FALSE,Nominal-only
B_higher,GO_BP,response to gamma radiation,TRUE,TRUE,Concordant
B_higher,GO_BP,response to hexose,TRUE,TRUE,Concordant
B_higher,GO_BP,response to interleukin-1,TRUE,TRUE,Concordant
B_higher,GO_BP,response to ionizing radiation,TRUE,TRUE,Concordant
B_higher,GO_BP,response to lipopolysaccharide,TRUE,TRUE,Concordant
B_higher,GO_BP,response to mechanical stimulus,TRUE,FALSE,Nominal-only
B_higher,GO_BP,response to molecule of bacterial origin,TRUE,TRUE,Concordant
B_higher,GO_BP,response to monosaccharide,TRUE,TRUE,Concordant
B_higher,GO_BP,response to nutrient,TRUE,TRUE,Concordant
B_higher,GO_BP,response to peptidoglycan,TRUE,TRUE,Concordant
B_higher,GO_BP,response to radiation,TRUE,TRUE,Concordant
B_higher,GO_BP,response to toxic substance,TRUE,TRUE,Concordant
B_higher,GO_BP,response to tumor necrosis factor,TRUE,TRUE,Concordant
B_higher,GO_BP,response to type I interferon,TRUE,TRUE,Concordant
B_higher,GO_BP,response to type II interferon,TRUE,TRUE,Concordant
B_higher,GO_BP,response to virus,TRUE,TRUE,Concordant
B_higher,GO_BP,response to xenobiotic stimulus,TRUE,TRUE,Concordant
B_higher,GO_BP,retinoid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,retinol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,reverse cholesterol transport,TRUE,TRUE,Concordant
B_higher,GO_BP,secondary alcohol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,signal transduction in response to DNA damage,TRUE,TRUE,Concordant
B_higher,GO_BP,signaling receptor ligand precursor processing,TRUE,TRUE,Concordant
B_higher,GO_BP,sister chromatid segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,skin development,TRUE,TRUE,Concordant
B_higher,GO_BP,skin epidermis development,TRUE,TRUE,Concordant
B_higher,GO_BP,small molecule catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,smooth muscle contraction,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle assembly checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle assembly involved in female meiosis,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle elongation,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle localization,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle midzone assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,spindle organization,TRUE,TRUE,Concordant
B_higher,GO_BP,steroid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,steroid catabolic process,TRUE,FALSE,Nominal-only
B_higher,GO_BP,steroid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,sterol homeostasis,TRUE,TRUE,Concordant
B_higher,GO_BP,sterol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,sterol transport,TRUE,TRUE,Concordant
B_higher,GO_BP,sulfation,TRUE,TRUE,Concordant
B_higher,GO_BP,superoxide metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,taxis,TRUE,TRUE,Concordant
B_higher,GO_BP,terpenoid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,tight junction assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,tight junction organization,TRUE,TRUE,Concordant
B_higher,GO_BP,toll-like receptor 2 signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,toll-like receptor 4 signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,toll-like receptor signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,triglyceride biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,triglyceride catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,triglyceride homeostasis,TRUE,TRUE,Concordant
B_higher,GO_BP,triglyceride metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,trophoblast giant cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,tumor necrosis factor production,TRUE,TRUE,Concordant
B_higher,GO_BP,tumor necrosis factor superfamily cytokine production,TRUE,TRUE,Concordant
B_higher,GO_BP,tumor necrosis factor-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,type 2 immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,type II interferon-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,urea cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,urea metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,vascular process in circulatory system,TRUE,TRUE,Concordant
B_higher,GO_BP,very-low-density lipoprotein particle assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,viral life cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,viral process,TRUE,TRUE,Concordant
B_higher,GO_BP,vitamin D biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,vitamin D metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,vitamin K metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,vitamin biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,vitamin catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,vitamin metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,wound healing,TRUE,TRUE,Concordant
B_higher,GO_BP,xenobiotic metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,zymogen activation,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,TRUE,FDR-only
B_higher,Hallmark,HALLMARK_COAGULATION,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_COMPLEMENT,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_E2F_TARGETS,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_G2M_CHECKPOINT,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_IL2_STAT5_SIGNALING,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_KRAS_SIGNALING_UP,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_MITOTIC_SPINDLE,TRUE,TRUE,Concordant
B_higher,Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,TRUE,TRUE,Concordant
B_higher,KEGG,African trypanosomiasis,TRUE,TRUE,Concordant
B_higher,KEGG,Amoebiasis,TRUE,TRUE,Concordant
B_higher,KEGG,Arachidonic acid metabolism,TRUE,TRUE,Concordant
B_higher,KEGG,Arginine biosynthesis,TRUE,TRUE,Concordant
B_higher,KEGG,Bile secretion,TRUE,TRUE,Concordant
B_higher,KEGG,Cell cycle,TRUE,TRUE,Concordant
B_higher,KEGG,Chemokine signaling pathway,TRUE,TRUE,Concordant
B_higher,KEGG,Cholesterol metabolism,TRUE,TRUE,Concordant
B_higher,KEGG,Complement and coagulation cascades,TRUE,TRUE,Concordant
B_higher,KEGG,Cornified envelope formation,TRUE,TRUE,Concordant
B_higher,KEGG,Cytokine-cytokine receptor interaction,TRUE,TRUE,Concordant
B_higher,KEGG,Epstein-Barr virus infection,TRUE,TRUE,Concordant
B_higher,KEGG,Ether lipid metabolism,TRUE,TRUE,Concordant
B_higher,KEGG,Fat digestion and absorption,TRUE,TRUE,Concordant
B_higher,KEGG,Glycerophospholipid metabolism,FALSE,TRUE,FDR-only
B_higher,KEGG,Hepatitis C,TRUE,TRUE,Concordant
B_higher,KEGG,Human T-cell leukemia virus 1 infection,TRUE,TRUE,Concordant
B_higher,KEGG,IL-17 signaling pathway,TRUE,TRUE,Concordant
B_higher,KEGG,Inflammatory mediator regulation of TRP channels,TRUE,TRUE,Concordant
B_higher,KEGG,Influenza A,TRUE,TRUE,Concordant
B_higher,KEGG,Linoleic acid metabolism,TRUE,TRUE,Concordant
B_higher,KEGG,Lipid and atherosclerosis,TRUE,TRUE,Concordant
B_higher,KEGG,Motor proteins,TRUE,TRUE,Concordant
B_higher,KEGG,NF-kappa B signaling pathway,FALSE,TRUE,FDR-only
B_higher,KEGG,NOD-like receptor signaling pathway,TRUE,TRUE,Concordant
B_higher,KEGG,Pathogenic Escherichia coli infection,TRUE,TRUE,Concordant
B_higher,KEGG,Pertussis,TRUE,TRUE,Concordant
B_higher,KEGG,Phagocytosis,TRUE,FALSE,Nominal-only
B_higher,KEGG,Protein digestion and absorption,TRUE,TRUE,Concordant
B_higher,KEGG,Renin-angiotensin system,TRUE,TRUE,Concordant
B_higher,KEGG,Rheumatoid arthritis,TRUE,TRUE,Concordant
B_higher,KEGG,Small cell lung cancer,TRUE,TRUE,Concordant
B_higher,KEGG,Staphylococcus aureus infection,TRUE,TRUE,Concordant
B_higher,KEGG,TNF signaling pathway,TRUE,TRUE,Concordant
B_higher,KEGG,Tuberculosis,TRUE,TRUE,Concordant
B_higher,KEGG,Viral protein interaction with cytokine and cytokine receptor,TRUE,TRUE,Concordant
B_higher,KEGG,Virion - Hepatitis viruses,TRUE,TRUE,Concordant
B_higher,KEGG,Vitamin digestion and absorption,TRUE,TRUE,Concordant
B_higher,KEGG,alpha-Linolenic acid metabolism,TRUE,TRUE,Concordant
B_higher,KEGG,p53 signaling pathway,TRUE,TRUE,Concordant
